film_title,category_name,customer_name,store_location,rental_date,customer_total_for_film
LEBOWSKI SOLDIERS,Drama,CLARA SHAW,"Lethbridge, Canada",2005-05-27 00:49:27,2.99
MAIDEN HOME,New,OSCAR AQUINO,"Woodridge, Australia",2005-05-27 01:09:55,5.99
SUPER WYOMING,Family,EDWIN BURK,"Lethbridge, Canada",2005-05-27 01:10:11,7.99
MODEL FISH,Children,DAWN SULLIVAN,"Lethbridge, Canada",2005-05-27 01:18:57,8.99
MALKOVICH PET,Classics,JIM REA,"Lethbridge, Canada",2005-05-27 01:29:31,2.99
MISSION ZOOLANDER,Animation,GEORGIA JACOBS,"Lethbridge, Canada",2005-05-27 01:57:14,5.99
HEAD STRANGER,Games,KELLY TORRES,"Lethbridge, Canada",2005-05-27 02:22:26,9.99
FREDDY STORM,Horror,JAMES GANNON,"Woodridge, Australia",2005-05-27 02:27:10,5.99
SUNRISE LEAGUE,Animation,KRISTEN CHAVEZ,"Woodridge, Australia",2005-05-27 03:03:07,4.99
HALLOWEEN NUTS,Documentary,CAROLE BARNETT,"Woodridge, Australia",2005-05-27 03:15:23,2.99
COAST RAINBOW,Documentary,RUTH MARTINEZ,"Lethbridge, Canada",2005-05-27 03:22:30,2.99
MERMAID INSECTS,Sports,LORRAINE STEPHENS,"Woodridge, Australia",2005-05-27 03:42:52,4.99
DARKO DORADO,Action,TONYA CHAPMAN,"Woodridge, Australia",2005-05-27 03:55:25,9.99
TRAMP OTHERS,Comedy,GLORIA COOK,"Lethbridge, Canada",2005-05-27 04:01:42,5.99
TALENTED HOMICIDE,Sports,MATHEW BOLIN,"Lethbridge, Canada",2005-05-27 04:11:04,0.99
RESURRECTION SILVERADO,Family,JON WILES,"Woodridge, Australia",2005-05-27 04:13:41,0.99
LABYRINTH LEAGUE,Children,MARCIA DEAN,"Lethbridge, Canada",2005-05-27 04:30:22,2.99
VIDEOTAPE ARSENIC,Games,BETTY WHITE,"Woodridge, Australia",2005-05-27 04:34:41,9.99
GHOSTBUSTERS ELF,Animation,EUGENE CULPEPPER,"Lethbridge, Canada",2005-05-27 04:40:33,0.99
ORANGE GRAPES,Foreign,KATHLEEN ADAMS,"Woodridge, Australia",2005-05-27 04:53:11,0.99
MULAN MOON,Comedy,MARGARET MOORE,"Woodridge, Australia",2005-05-27 05:01:28,4.99
ROCKY WAR,Drama,KIM CRUZ,"Lethbridge, Canada",2005-05-27 05:39:03,5.99
SUSPECTS QUILLS,Action,ANGEL BARCLAY,"Lethbridge, Canada",2005-05-27 06:03:39,5.99
ICE CROSSING,Games,TOM MILNER,"Lethbridge, Canada",2005-05-27 06:12:26,2.99
NORTHWEST POLISH,Sports,VICTOR BARKLEY,"Woodridge, Australia",2005-05-27 06:32:30,2.99
WEDDING APOLLO,Documentary,ELSIE KELLEY,"Woodridge, Australia",2005-05-27 06:37:15,5.98
HOBBIT ALIEN,Drama,CRYSTAL FORD,"Lethbridge, Canada",2005-05-27 06:43:59,0.99
DRIVING POLISH,Music,ALICIA MILLS,"Lethbridge, Canada",2005-05-27 06:48:33,4.99
SATURDAY LAMBS,Sports,EDUARDO HIATT,"Lethbridge, Canada",2005-05-27 06:51:14,8.99
VALLEY PACKER,Comedy,CARL ARTIS,"Lethbridge, Canada",2005-05-27 07:14:00,0.99
CONTROL ANTHEM,Comedy,RAY HOULE,"Lethbridge, Canada",2005-05-27 07:20:12,4.99
BLADE POLISH,Drama,EMMA BOYD,"Lethbridge, Canada",2005-05-27 07:33:54,3.99
RUSH GOODFELLAS,Family,ALEXANDER FENNELL,"Woodridge, Australia",2005-05-27 07:37:02,0.99
EGYPT TENENBAUMS,Horror,LAWRENCE LAWTON,"Woodridge, Australia",2005-05-27 07:42:29,5.99
ROBBERS JOON,Children,LAURA RODRIGUEZ,"Lethbridge, Canada",2005-05-27 07:49:43,4.99
TIMBERLAND SKY,Classics,BEN EASTER,"Woodridge, Australia",2005-05-27 08:13:58,5.99
GLASS DYING,Action,JEROME KENYON,"Lethbridge, Canada",2005-05-27 08:16:25,2.98
HAMLET WISDOM,Sci-Fi,CHARLES KOWALSKI,"Lethbridge, Canada",2005-05-27 08:49:21,3.99
JERK PAYCHECK,Classics,HEATHER MORRIS,"Lethbridge, Canada",2005-05-27 09:23:22,2.99
SALUTE APOLLO,New,SALVADOR TEEL,"Woodridge, Australia",2005-05-27 09:25:32,4.99
VOLCANO TEXAS,Games,IDA ANDREWS,"Woodridge, Australia",2005-05-27 10:12:00,0.99
DADDY PITTSBURGH,Comedy,BILLY POULIN,"Lethbridge, Canada",2005-05-27 10:18:20,5.99
FURY MURDER,Children,GINA WILLIAMSON,"Lethbridge, Canada",2005-05-27 10:23:25,0.99
ENGLISH BULWORTH,Sci-Fi,EDNA WEST,"Woodridge, Australia",2005-05-27 10:26:31,0.99
MODERN DORADO,Documentary,LESLIE SEWARD,"Woodridge, Australia",2005-05-27 10:35:27,2.99
BREAKING HOME,New,CYNTHIA YOUNG,"Lethbridge, Canada",2005-05-27 10:37:27,2.99
SOUTH WAIT,Action,ANN EVANS,"Lethbridge, Canada",2005-05-27 11:02:26,4.99
JADE BUNCH,Sports,SUE PETERS,"Woodridge, Australia",2005-05-27 11:03:55,2.99
BEACH HEARTBREAKERS,Documentary,WILLIE MARKHAM,"Woodridge, Australia",2005-05-27 11:14:42,2.99
ANYTHING SAVANNAH,Horror,VICKIE BREWER,"Woodridge, Australia",2005-05-27 11:18:25,2.99
HEAVYWEIGHTS BEAST,Documentary,NAOMI JENNINGS,"Lethbridge, Canada",2005-05-27 11:26:11,5.99
COAST RAINBOW,Documentary,ISAAC OGLESBY,"Woodridge, Australia",2005-05-27 11:45:49,0.99
DETECTIVE VISION,Classics,ROSA REYNOLDS,"Woodridge, Australia",2005-05-27 11:47:04,0.99
TROJAN TOMORROW,Sci-Fi,CODY NOLEN,"Woodridge, Australia",2005-05-27 12:29:02,2.99
CARIBBEAN LIBERTY,Sports,ROSEMARY SCHMIDT,"Lethbridge, Canada",2005-05-27 12:48:38,4.99
BASIC EASY,Travel,DORA MEDINA,"Woodridge, Australia",2005-05-27 12:51:44,2.99
BROTHERHOOD BLANKET,Documentary,JUSTIN NGO,"Woodridge, Australia",2005-05-27 13:17:18,0.99
SUPERFLY TRIP,Travel,KYLE SPURLOCK,"Woodridge, Australia",2005-05-27 13:28:52,0.99
ENGLISH BULWORTH,Sci-Fi,REGINA BERRY,"Lethbridge, Canada",2005-05-27 13:31:51,0.99
TIMBERLAND SKY,Classics,KAY CALDWELL,"Lethbridge, Canada",2005-05-27 13:32:39,6.99
INSIDER ARIZONA,Music,BOBBY BOUDREAU,"Woodridge, Australia",2005-05-27 13:46:46,2.99
DOLLS RAGE,Sci-Fi,MARIE TURNER,"Lethbridge, Canada",2005-05-27 13:57:38,2.99
FIGHT JAWBREAKER,Animation,SARA PERRY,"Woodridge, Australia",2005-05-27 13:57:39,0.99
SILENCE KANE,Music,CHARLENE ALVAREZ,"Woodridge, Australia",2005-05-27 14:10:58,0.99
SWEETHEARTS SUSPECTS,Children,LESLIE SEWARD,"Woodridge, Australia",2005-05-27 14:11:22,3.99
FELLOWSHIP AUTUMN,Travel,AARON SELBY,"Woodridge, Australia",2005-05-27 14:17:23,4.99
LESSON CLEOPATRA,Sports,DELORES HANSEN,"Woodridge, Australia",2005-05-27 15:02:10,0.99
JINGLE SAGEBRUSH,Classics,PEDRO CHESTNUT,"Woodridge, Australia",2005-05-27 15:07:27,4.99
PERSONAL LADYBUGS,Music,MEGAN PALMER,"Woodridge, Australia",2005-05-27 15:13:17,5.99
MAJESTIC FLOATS,Documentary,JANE BENNETT,"Woodridge, Australia",2005-05-27 15:15:11,1.99
CHANCE RESURRECTION,Sports,PHYLLIS FOSTER,"Lethbridge, Canada",2005-05-27 15:19:38,6.99
DRIVER ANNIE,Sports,DANIELLE DANIELS,"Woodridge, Australia",2005-05-27 15:31:55,3.99
GUN BONNIE,Games,SONIA GREGORY,"Lethbridge, Canada",2005-05-27 15:32:57,0.99
NECKLACE OUTBREAK,Drama,VIRGINIA GREEN,"Woodridge, Australia",2005-05-27 15:34:01,6.99
FORWARD TEMPLE,Games,RENEE LANE,"Lethbridge, Canada",2005-05-27 15:51:30,3.99
DOUBLE WRATH,Animation,ARNOLD HAVENS,"Woodridge, Australia",2005-05-27 15:56:57,5.99
GOLDFINGER SENSIBILITY,Drama,BOBBIE CRAIG,"Lethbridge, Canada",2005-05-27 16:10:04,6.99
ROBBERS JOON,Children,GERALDINE PERKINS,"Lethbridge, Canada",2005-05-27 16:10:58,2.99
HILLS NEIGHBORS,Action,YOLANDA WEAVER,"Woodridge, Australia",2005-05-27 16:22:10,4.99
WONDERFUL DROP,Foreign,RAYMOND MCWHORTER,"Woodridge, Australia",2005-05-27 16:31:05,8.99
VOYAGE LEGALLY,Classics,JULIAN VEST,"Woodridge, Australia",2005-05-27 16:40:40,0.99
ROCKETEER MOTHER,Foreign,MARIAN MENDOZA,"Lethbridge, Canada",2005-05-27 16:54:27,12.98
RINGS HEARTBREAKERS,Action,LINDA WILLIAMS,"Lethbridge, Canada",2005-05-27 17:17:09,1.99
VIDEOTAPE ARSENIC,Games,MARGIE WADE,"Lethbridge, Canada",2005-05-27 17:21:04,4.99
HALF OUTFIELD,Family,ADRIAN CLARY,"Woodridge, Australia",2005-05-27 17:47:22,5.99
UNTOUCHABLES SUNRISE,Documentary,DORA MEDINA,"Woodridge, Australia",2005-05-27 17:52:34,6.99
BLACKOUT PRIVATE,Animation,RONALD WEINER,"Woodridge, Australia",2005-05-27 17:54:48,2.99
WIFE TURN,Documentary,GEORGE LINTON,"Lethbridge, Canada",2005-05-27 18:00:35,11.98
FISH OPUS,Sci-Fi,MIKE WAY,"Lethbridge, Canada",2005-05-27 18:12:13,2.99
CLONES PINOCCHIO,Music,MINNIE ROMERO,"Woodridge, Australia",2005-05-27 18:39:15,2.99
GRIT CLOCKWORK,Games,MAE FLETCHER,"Woodridge, Australia",2005-05-27 18:42:57,0.99
STORY SIDE,Action,PAULINE HENRY,"Lethbridge, Canada",2005-05-27 18:57:02,2.99
MOCKINGBIRD HOLLYWOOD,Action,STELLA MORENO,"Lethbridge, Canada",2005-05-27 19:03:08,3.99
LUCKY FLYING,Music,BERNICE WILLIS,"Lethbridge, Canada",2005-05-27 19:13:15,3.99
ATTRACTION NEWTON,New,WANDA PATTERSON,"Lethbridge, Canada",2005-05-27 19:27:54,4.99
PAPI NECKLACE,Travel,ELAINE STEVENS,"Woodridge, Australia",2005-05-27 19:30:33,0.99
WEEKEND PERSONAL,Sci-Fi,ERIK GUILLEN,"Woodridge, Australia",2005-05-27 19:31:16,2.99
SCALAWAG DUCK,Music,ISAAC OGLESBY,"Woodridge, Australia",2005-05-27 19:31:36,4.99
ROBBERS JOON,Children,DOUGLAS GRAF,"Lethbridge, Canada",2005-05-27 19:43:29,3.99
ROBBERY BRIGHT,Family,JAIME NETTLES,"Woodridge, Australia",2005-05-27 19:58:36,6.99
CELEBRITY HORN,Action,TIM CARY,"Lethbridge, Canada",2005-05-27 20:00:04,0.99
UNCUT SUICIDES,Music,MARLENE WELCH,"Lethbridge, Canada",2005-05-27 20:02:03,2.99
IDOLS SNATCHERS,Children,CLIFFORD BOWENS,"Lethbridge, Canada",2005-05-27 20:08:55,2.99
KNOCK WARLOCK,Comedy,BENJAMIN VARNEY,"Lethbridge, Canada",2005-05-27 20:10:36,5.99
CONTACT ANONYMOUS,Travel,MICHELLE CLARK,"Lethbridge, Canada",2005-05-27 20:11:47,3.99
EVERYONE CRAFT,Foreign,KATIE ELLIOTT,"Woodridge, Australia",2005-05-27 20:42:44,0.99
AFFAIR PREJUDICE,Horror,DEANNA BYRD,"Lethbridge, Canada",2005-05-27 20:44:36,3.99
BIRD INDEPENDENCE,Travel,FELIX GAFFNEY,"Lethbridge, Canada",2005-05-27 21:10:03,4.99
MISSION ZOOLANDER,Animation,PEGGY MYERS,"Lethbridge, Canada",2005-05-27 21:13:10,9.99
WILLOW TRACY,Family,MICHELE GRANT,"Woodridge, Australia",2005-05-27 21:14:26,5.99
GATHERING CALENDAR,Games,NATHANIEL ADAM,"Lethbridge, Canada",2005-05-27 21:17:08,4.99
NOTORIOUS REUNION,Documentary,TONYA CHAPMAN,"Woodridge, Australia",2005-05-27 21:32:42,0.99
EXPENDABLE STALLION,Documentary,CLAUDE HERZOG,"Lethbridge, Canada",2005-05-27 21:36:15,0.99
CONFIDENTIAL INTERVIEW,Music,DAWN SULLIVAN,"Lethbridge, Canada",2005-05-27 21:36:34,7.99
MALKOVICH PET,Classics,JILL HAWKINS,"Lethbridge, Canada",2005-05-27 22:16:26,2.99
LOVE SUICIDES,Horror,LANCE PEMBERTON,"Lethbridge, Canada",2005-05-27 22:31:36,1.99
LOSE INCH,Foreign,GERALDINE PERKINS,"Lethbridge, Canada",2005-05-27 22:33:33,3.99
BRANNIGAN SUNRISE,New,FELIX GAFFNEY,"Lethbridge, Canada",2005-05-27 22:38:20,4.99
ICE CROSSING,Games,GEORGIA JACOBS,"Lethbridge, Canada",2005-05-27 22:39:10,6.99
INDEPENDENCE HOTEL,Documentary,CHARLENE ALVAREZ,"Woodridge, Australia",2005-05-27 22:47:39,3.99
ALIEN CENTER,Foreign,MICHEAL FORMAN,"Lethbridge, Canada",2005-05-27 22:49:27,2.99
PIZZA JUMANJI,Games,RICK MATTOX,"Woodridge, Australia",2005-05-27 23:26:45,2.99
SPEED SUIT,Travel,DAVE GARDINER,"Woodridge, Australia",2005-05-28 00:00:30,4.99
BOOGIE AMELIE,Music,REGINA BERRY,"Lethbridge, Canada",2005-05-28 00:07:50,4.99
SCORPION APOLLO,Drama,PAULA BRYANT,"Woodridge, Australia",2005-05-28 00:09:56,4.99
EXORCIST STING,Sports,ALMA AUSTIN,"Lethbridge, Canada",2005-05-28 00:13:35,2.99
HOTEL HAPPINESS,Foreign,ALLISON STANLEY,"Woodridge, Australia",2005-05-28 00:24:58,4.99
ARMY FLINTSTONES,Documentary,RUBEN GEARY,"Lethbridge, Canada",2005-05-28 00:34:11,0.99
DESTINY SATURDAY,New,KARL SEAL,"Woodridge, Australia",2005-05-28 00:40:48,4.99
GUNFIGHT MOON,Comedy,GLORIA COOK,"Lethbridge, Canada",2005-05-28 00:43:41,2.99
MILLION ACE,Classics,SHARON ROBINSON,"Woodridge, Australia",2005-05-28 00:54:39,6.99
BROTHERHOOD BLANKET,Documentary,BECKY MILES,"Woodridge, Australia",2005-05-28 01:01:21,0.99
WOMEN DORADO,Action,LUCILLE HOLMES,"Lethbridge, Canada",2005-05-28 01:05:25,0.99
POLISH BROOKLYN,Children,DANA HART,"Lethbridge, Canada",2005-05-28 01:34:43,0.99
PARK CITIZEN,Action,BOBBIE CRAIG,"Lethbridge, Canada",2005-05-28 01:35:25,4.99
ILLUSION AMELIE,Foreign,BEATRICE ARNOLD,"Lethbridge, Canada",2005-05-28 02:05:34,0.99
ALIEN CENTER,Foreign,CARMEN OWENS,"Lethbridge, Canada",2005-05-28 02:06:37,2.99
CHISUM BEHAVIOR,Family,WESLEY BULL,"Woodridge, Australia",2005-05-28 02:09:19,7.99
SHOOTIST SUPERFLY,Drama,LEE HAWKS,"Lethbridge, Canada",2005-05-28 02:31:19,0.99
TREATMENT JEKYLL,Drama,EDDIE TOMLIN,"Lethbridge, Canada",2005-05-28 02:40:50,5.99
RUGRATS SHAKESPEARE,Action,JOANNE ROBERTSON,"Woodridge, Australia",2005-05-28 02:51:12,0.99
VIRGINIAN PLUTO,Documentary,CINDY FISHER,"Woodridge, Australia",2005-05-28 02:52:14,1.98
STAGECOACH ARMAGEDDON,Action,RAMONA HALE,"Woodridge, Australia",2005-05-28 03:04:04,13.98
ISHTAR ROCKETEER,Animation,GEORGIA JACOBS,"Lethbridge, Canada",2005-05-28 03:07:50,8.99
BAKED CLEOPATRA,Family,RICARDO MEADOR,"Lethbridge, Canada",2005-05-28 03:08:10,2.99
GOODFELLAS SALUTE,Sci-Fi,FREDDIE DUGGAN,"Lethbridge, Canada",2005-05-28 03:09:28,8.99
ROCKY WAR,Drama,TIFFANY JORDAN,"Woodridge, Australia",2005-05-28 03:10:10,7.99
VOLCANO TEXAS,Games,BRYAN HARDISON,"Woodridge, Australia",2005-05-28 03:11:47,1.99
BALLROOM MOCKINGBIRD,Foreign,MIKE WAY,"Lethbridge, Canada",2005-05-28 03:17:57,0.99
STATE WASTELAND,Games,GERALDINE PERKINS,"Lethbridge, Canada",2005-05-28 03:27:37,5.99
PULP BEVERLY,Horror,VICTOR BARKLEY,"Woodridge, Australia",2005-05-28 03:33:20,2.99
HIGH ENCINO,Horror,HAZEL WARREN,"Lethbridge, Canada",2005-05-28 03:53:26,2.99
HOMICIDE PEACH,Family,MELINDA FERNANDEZ,"Lethbridge, Canada",2005-05-28 03:57:28,2.99
HANDICAP BOONDOCK,Action,BETTY WHITE,"Woodridge, Australia",2005-05-28 04:25:33,5.99
BEAR GRACELAND,Children,ERICA MATTHEWS,"Woodridge, Australia",2005-05-28 04:28:38,3.99
GLEAMING JAWBREAKER,Sports,WILLIE MARKHAM,"Woodridge, Australia",2005-05-28 04:30:05,3.99
RIVER OUTLAW,Sports,MARK RINEHART,"Woodridge, Australia",2005-05-28 05:13:01,0.99
DOWNHILL ENOUGH,Comedy,TRACY HERRMANN,"Lethbridge, Canada",2005-05-28 05:23:38,0.99
MYSTIC TRUMAN,Comedy,SYLVIA ORTIZ,"Woodridge, Australia",2005-05-28 05:36:58,0.99
VELVET TERMINATOR,Comedy,CLAUDE HERZOG,"Lethbridge, Canada",2005-05-28 06:14:46,5.99
DEER VIRGINIAN,Music,VIVIAN RUIZ,"Lethbridge, Canada",2005-05-28 06:15:25,4.99
TRUMAN CRAZY,Action,JOSEPH JOY,"Woodridge, Australia",2005-05-28 06:16:32,4.99
OZ LIAISONS,Animation,FRANKLIN TROUTMAN,"Woodridge, Australia",2005-05-28 06:17:33,4.99
PINOCCHIO SIMON,Comedy,KENNETH GOODEN,"Woodridge, Australia",2005-05-28 06:20:55,8.99
JUGGLER HARDLY,Animation,TIFFANY JORDAN,"Woodridge, Australia",2005-05-28 06:21:05,1.99
RIDGEMONT SUBMARINE,New,SHERRY MARSHALL,"Lethbridge, Canada",2005-05-28 06:40:25,6.99
GO PURPLE,Music,JAVIER ELROD,"Lethbridge, Canada",2005-05-28 06:41:58,2.99
CANDIDATE PERDITION,Classics,BRENT HARKINS,"Lethbridge, Canada",2005-05-28 06:43:34,7.99
PACIFIC AMISTAD,Documentary,PAUL TROUT,"Woodridge, Australia",2005-05-28 07:03:00,6.99
DOOM DANCING,Comedy,TERESA ROGERS,"Lethbridge, Canada",2005-05-28 07:10:20,3.99
IDAHO LOVE,New,LESLIE SEWARD,"Woodridge, Australia",2005-05-28 07:24:28,8.99
SLUMS DUCK,Family,JAY ROBB,"Lethbridge, Canada",2005-05-28 07:34:56,3.99
HANDICAP BOONDOCK,Action,JILL HAWKINS,"Lethbridge, Canada",2005-05-28 07:35:37,1.99
SHRUNK DIVINE,Action,EDWIN BURK,"Lethbridge, Canada",2005-05-28 07:39:16,5.99
PLUTO OLEANDER,New,KENNETH GOODEN,"Woodridge, Australia",2005-05-28 07:44:18,4.99
HOLY TADPOLE,Classics,RANDY GAITHER,"Lethbridge, Canada",2005-05-28 08:23:16,0.99
HAMLET WISDOM,Sci-Fi,LAURA RODRIGUEZ,"Lethbridge, Canada",2005-05-28 08:31:36,4.99
ARABIA DOGMA,Horror,MARCUS HIDALGO,"Woodridge, Australia",2005-05-28 08:36:22,0.99
TRAINSPOTTING STRANGERS,Comedy,LEROY BUSTAMANTE,"Lethbridge, Canada",2005-05-28 08:38:43,6.99
CHEAPER CLYDE,Sci-Fi,DARRELL POWER,"Woodridge, Australia",2005-05-28 08:53:02,2.98
ALAMO VIDEOTAPE,Foreign,GARY COY,"Woodridge, Australia",2005-05-28 09:10:49,3.99
PACKER MADIGAN,Animation,JENNY CASTRO,"Woodridge, Australia",2005-05-28 09:12:09,0.99
FOOL MOCKINGBIRD,Action,BOBBIE CRAIG,"Lethbridge, Canada",2005-05-28 09:26:31,5.99
VIRGIN DAISY,Drama,TERRY CARLSON,"Lethbridge, Canada",2005-05-28 09:51:39,6.99
REUNION WITCHES,Drama,VIVIAN RUIZ,"Lethbridge, Canada",2005-05-28 09:56:20,1.99
JERICHO MULAN,Games,GAIL KNIGHT,"Lethbridge, Canada",2005-05-28 09:57:36,2.99
WORKING MICROCOSMOS,Travel,GLORIA COOK,"Lethbridge, Canada",2005-05-28 10:12:41,6.99
UNFORGIVEN ZOOLANDER,Sci-Fi,ELMER NOE,"Woodridge, Australia",2005-05-28 10:17:41,1.99
HELLFIGHTERS SIERRA,Foreign,JERRY JORDON,"Lethbridge, Canada",2005-05-28 10:30:13,4.99
WIFE TURN,Documentary,APRIL BURNS,"Lethbridge, Canada",2005-05-28 10:56:09,15.98
HAWK CHILL,Documentary,MARION OCAMPO,"Lethbridge, Canada",2005-05-28 10:56:10,2.99
OTHERS SOUP,Travel,AUDREY RAY,"Lethbridge, Canada",2005-05-28 11:15:48,5.98
SATISFACTION CONFIDENTIAL,Sports,ANA BRADLEY,"Woodridge, Australia",2005-05-28 11:19:23,6.99
SCISSORHANDS SLUMS,Foreign,DONNA THOMPSON,"Lethbridge, Canada",2005-05-28 11:19:53,2.99
FANTASY TROOPERS,Action,HOLLY FOX,"Woodridge, Australia",2005-05-28 11:20:29,1.99
ZORRO ARK,Comedy,ELSIE KELLEY,"Woodridge, Australia",2005-05-28 11:33:46,4.99
HANOVER GALAXY,Music,JUDY GRAY,"Woodridge, Australia",2005-05-28 11:49:00,4.99
CURTAIN VIDEOTAPE,Games,JANE BENNETT,"Woodridge, Australia",2005-05-28 12:03:00,0.99
FEUD FROGMEN,Family,JUDITH COX,"Woodridge, Australia",2005-05-28 12:05:33,0.99
AMADEUS HOLY,Action,JULIA FLORES,"Lethbridge, Canada",2005-05-28 12:08:37,0.99
UNBREAKABLE KARATE,New,THOMAS GRIGSBY,"Lethbridge, Canada",2005-05-28 12:27:50,3.99
BUGSY SONG,Foreign,WARREN SHERROD,"Woodridge, Australia",2005-05-28 13:06:50,3.99
BLUES INSTINCT,Family,RUTH MARTINEZ,"Lethbridge, Canada",2005-05-28 13:11:04,2.99
CHASING FIGHT,Family,VIOLA HANSON,"Woodridge, Australia",2005-05-28 13:21:08,4.99
HALLOWEEN NUTS,Documentary,SANDRA MARTIN,"Woodridge, Australia",2005-05-28 13:33:23,2.99
MURDER ANTITRUST,Children,TED BREAUX,"Woodridge, Australia",2005-05-28 13:41:56,2.99
CONQUERER NUTS,Drama,TRACY HERRMANN,"Lethbridge, Canada",2005-05-28 14:00:03,4.99
CELEBRITY HORN,Action,JILL HAWKINS,"Lethbridge, Canada",2005-05-28 14:04:50,0.99
TOURIST PELICAN,Sports,PHILIP CAUSEY,"Lethbridge, Canada",2005-05-28 14:05:57,4.99
FURY MURDER,Children,STEPHEN QUALLS,"Lethbridge, Canada",2005-05-28 14:08:19,3.99
QUILLS BULL,Documentary,FREDERICK ISBELL,"Woodridge, Australia",2005-05-28 14:08:22,7.99
ENTRAPMENT SATISFACTION,Action,SETH HANNON,"Woodridge, Australia",2005-05-28 14:15:54,3.99
RANGE MOONWALKER,Family,CLINTON BUFORD,"Woodridge, Australia",2005-05-28 14:27:51,4.99
GANDHI KWAI,Family,BRADLEY MOTLEY,"Lethbridge, Canada",2005-05-28 14:37:07,0.99
UNBREAKABLE KARATE,New,RUBEN GEARY,"Lethbridge, Canada",2005-05-28 14:39:10,1.99
SCARFACE BANG,Children,JAMES GANNON,"Woodridge, Australia",2005-05-28 14:48:39,8.99
SIEGE MADRE,Family,REGINALD KINDER,"Lethbridge, Canada",2005-05-28 15:15:25,0.99
EFFECT GLADIATOR,Family,ROSS GREY,"Lethbridge, Canada",2005-05-28 15:18:18,0.99
ISLAND EXORCIST,Classics,GERALDINE PERKINS,"Lethbridge, Canada",2005-05-28 15:24:54,2.99
BEAST HUNCHBACK,Classics,TERRENCE GUNDERSON,"Lethbridge, Canada",2005-05-28 15:27:22,6.99
ROSES TREASURE,Sports,JESSIE MILAM,"Lethbridge, Canada",2005-05-28 15:35:52,5.99
DEER VIRGINIAN,Music,DEAN SAUER,"Lethbridge, Canada",2005-05-28 15:45:39,2.99
TOWN ARK,Foreign,STEVE MACKENZIE,"Woodridge, Australia",2005-05-28 15:49:14,2.99
WHISPERER GIANT,Sci-Fi,CAROLINE BOWMAN,"Lethbridge, Canada",2005-05-28 15:50:07,4.99
MADISON TRAP,Documentary,DALE RATCLIFF,"Lethbridge, Canada",2005-05-28 15:52:26,7.99
LOST BIRD,Foreign,KEVIN SCHULER,"Lethbridge, Canada",2005-05-28 15:54:45,5.99
LEBOWSKI SOLDIERS,Drama,EDNA WEST,"Woodridge, Australia",2005-05-28 15:58:22,3.99
EASY GLADIATOR,Action,CHARLIE BESS,"Woodridge, Australia",2005-05-28 16:01:28,4.99
SINNERS ATLANTIS,Horror,DAVE GARDINER,"Woodridge, Australia",2005-05-28 16:13:22,4.99
BROOKLYN DESERT,Foreign,SALVADOR TEEL,"Woodridge, Australia",2005-05-28 16:58:09,4.99
BRANNIGAN SUNRISE,New,HEIDI LARSON,"Woodridge, Australia",2005-05-28 17:04:43,7.99
MAJESTIC FLOATS,Documentary,AUDREY RAY,"Lethbridge, Canada",2005-05-28 17:05:46,4.99
FREDDY STORM,Horror,NORMA GONZALES,"Lethbridge, Canada",2005-05-28 17:19:15,4.99
ELEPHANT TROJAN,Horror,TRAVIS ESTEP,"Lethbridge, Canada",2005-05-28 17:24:51,8.99
LUCK OPUS,Drama,ANGEL BARCLAY,"Lethbridge, Canada",2005-05-28 17:36:32,2.99
ENEMY ODDS,Music,LEROY BUSTAMANTE,"Lethbridge, Canada",2005-05-28 17:37:50,5.99
ALAMO VIDEOTAPE,Foreign,RALPH MADRIGAL,"Woodridge, Australia",2005-05-28 17:37:59,0.99
MILE MULAN,Sports,HERBERT KRUGER,"Woodridge, Australia",2005-05-28 17:40:35,4.99
GLASS DYING,Action,CAROLYN PEREZ,"Woodridge, Australia",2005-05-28 17:46:57,5.99
TURN STAR,Animation,MINNIE ROMERO,"Woodridge, Australia",2005-05-28 17:47:58,6.99
MODERN DORADO,Documentary,STEVE MACKENZIE,"Woodridge, Australia",2005-05-28 18:24:43,2.99
TROUBLE DATE,Travel,ELSIE KELLEY,"Woodridge, Australia",2005-05-28 18:25:02,2.99
CABIN FLASH,Children,FLOYD GANDY,"Lethbridge, Canada",2005-05-28 18:43:26,0.99
ANTHEM LUKE,Comedy,DARLENE ROSE,"Woodridge, Australia",2005-05-28 18:49:12,4.99
PITTSBURGH HUNCHBACK,Family,MARLENE WELCH,"Lethbridge, Canada",2005-05-28 18:52:11,4.99
VELVET TERMINATOR,Comedy,STEVEN CURLEY,"Lethbridge, Canada",2005-05-28 18:59:12,8.99
POCUS PULP,Documentary,RAFAEL ABNEY,"Lethbridge, Canada",2005-05-28 19:14:09,2.99
HILLS NEIGHBORS,Action,ROBERTA HARPER,"Lethbridge, Canada",2005-05-28 19:16:14,0.99
RUSH GOODFELLAS,Family,DAVE GARDINER,"Woodridge, Australia",2005-05-28 19:22:52,2.98
SASSY PACKER,Games,TERRY CARLSON,"Lethbridge, Canada",2005-05-28 19:25:54,0.99
GUN BONNIE,Games,SUE PETERS,"Woodridge, Australia",2005-05-28 19:35:45,1.99
CLUELESS BUCKET,Action,NORA HERRERA,"Woodridge, Australia",2005-05-28 19:46:50,2.99
EAGLES PANKY,New,CHRISTINE ROBERTS,"Woodridge, Australia",2005-05-28 20:08:47,4.99
